drugtest,age,educate,fulltime,gender,race,married,income,south,sales,construc,othwork,mjuser
no testing program,28,14,yes,male,non-white,married,low,yes,no,yes,construction or sales,no
no testing program,35,12,yes,male,non-white,not married,medium or high,yes,no,yes,construction or sales,no
no testing program,29,12,yes,male,non-white,married,low,yes,no,no,other occupation,no
no testing program,36,13,yes,male,non-white,married,medium or high,yes,yes,no,construction or sales,yes
no testing program,26,14,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,24,12,yes,female,non-white,married,medium or high,yes,no,no,other occupation,no
random testing program,33,12,no,female,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,33,14,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,34,14,yes,male,non-white,not married,medium or high,yes,no,no,other occupation,no
random testing program,33,11,yes,male,white,not married,medium or high,yes,no,no,other occupation,yes
preemployment & random testing program,27,4,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
preemployment testing program,34,12,no,female,white,married,medium or high,yes,no,no,other occupation,no
no testing program,27,13,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,29,13,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,30,12,no,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,29,9,yes,female,non-white,not married,low,no,no,no,other occupation,no
preemployment & random testing program,23,14,yes,male,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,34,16,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,33,12,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,30,12,yes,male,non-white,married,medium or high,no,no,no,other occupation,yes
preemployment testing program,23,12,yes,male,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,27,17,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,20,12,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,21,12,yes,male,white,not married,medium or high,yes,no,no,other occupation,no
no testing program,53,12,no,female,non-white,not married,low,no,yes,no,construction or sales,no
no testing program,33,16,yes,male,white,not married,medium or high,yes,no,no,other occupation,no
no testing program,25,17,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,29,14,yes,male,non-white,not married,medium or high,yes,no,no,other occupation,yes
no testing program,44,15,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,21,14,yes,female,non-white,not married,medium or high,no,no,no,other occupation,yes
no testing program,33,17,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,24,14,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,33,12,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,30,15,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,41,6,no,female,non-white,married,low,yes,no,no,other occupation,no
preemployment testing program,23,15,yes,male,non-white,not married,medium or high,no,no,no,other occupation,yes
no testing program,28,12,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,34,12,yes,female,white,married,medium or high,yes,no,no,other occupation,no
no testing program,27,10,no,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,26,10,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,25,13,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
preemployment testing program,33,7,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
preemployment testing program,31,12,yes,male,white,not married,medium or high,yes,no,no,other occupation,no
no testing program,30,17,no,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,25,12,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,37,12,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
preemployment testing program,25,16,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,33,13,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,36,7,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,28,14,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,34,14,yes,female,white,married,low,yes,no,no,other occupation,yes
preemployment & random testing program,44,17,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,19,12,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,35,14,yes,male,non-white,married,medium or high,no,yes,no,construction or sales,no
no testing program,30,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,43,17,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,33,12,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,22,9,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,29,9,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,25,14,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,22,13,yes,male,non-white,not married,low,no,no,no,other occupation,no
preemployment & random testing program,30,14,yes,male,non-white,not married,medium or high,no,no,no,other occupation,yes
preemployment testing program,38,13,yes,female,white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,46,12,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,19,11,no,male,non-white,not married,medium or high,no,no,no,other occupation,no
preemployment testing program,35,15,yes,female,white,not married,medium or high,no,no,no,other occupation,no
preemployment testing program,19,12,yes,male,non-white,not married,low,no,no,no,other occupation,no
no testing program,32,12,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,64,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,29,12,yes,male,white,married,medium or high,no,yes,no,construction or sales,no
no testing program,31,4,yes,male,white,married,medium or high,no,no,yes,construction or sales,no
no testing program,21,14,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,44,14,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,19,12,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,18,14,no,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,25,15,no,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,25,14,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,21,4,yes,male,non-white,not married,low,yes,no,no,other occupation,no
no testing program,25,10,yes,female,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,41,12,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,29,11,no,female,non-white,not married,low,yes,no,no,other occupation,no
preemployment & random testing program,21,9,yes,male,non-white,married,medium or high,yes,no,yes,construction or sales,no
preemployment & random testing program,29,2,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
preemployment testing program,33,5,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,33,3,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,18,8,yes,male,white,not married,medium or high,yes,no,yes,construction or sales,yes
